【Hero.csv】
ID,ScriptName,CNName,FirstName,SecondName,EnglishName,ClanID,CultureID,GenerateType,AppearanceID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
string,string,string,string,string,string,string,cultureID,string,int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
骑砍ID,剧本中文名,简体中文名,姓氏,名,罗马音名,家族ID,文化,生成类型,外观模版,生年,登场,终年,死因,父亲,父亲编号,祖父,祖父编号,亲族,仕官倾向,仕官相性,亲密相性,性情,精神,主义,行动,情义,野心,喜好,物欲,饮酒,出身,武具,统率,武力,政务,智谋,魅力,足轻,骑马,火枪,水军,弓术,武艺,军学,忍术,建筑,开垦,矿山,算术,礼法,辩才,茶道,医术,特殊合战卡,秘技卡,称号卡,亲密获取,组合获取,事件获取,流亡之章,姓名,身份,立场,所属势力,所属据点,所属流派,乱麻之章,姓名,身份,立场,所属势力,所属据点,所属流派,日轮之章,姓名,身份,立场,所属势力,所属据点,所属流派,升龙之章,姓名,身份,立场,所属势力,所属据点,所属流派,覇道之章,姓名,身份,立场,所属势力,所属据点,所属流派,转变之章,姓名,身份,立场,所属势力,所属据点,所属流派,浪华之章,姓名,身份,立场,所属势力,所属据点,所属流派,太平之章,姓名,身份,立场,所属势力,所属据点,所属流派,梦幻之章,姓名,身份,立场,所属势力,所属据点,所属流派
lord_1_yamagami_michiyuki,山上道及,山上道及,山上,道及,Yamagami Michiyuki,clan_yamagami_1,hokuriku,基于分组自动创建家族,,1535,1549,1605,病死,,,,,,只限武将,50,50,普通,勇敢,理想,轻率,普通,66,武具,无欲,滴酒不沾,藤原氏,刀剑,68,76,29,62,71,3,2,0,0,2,3,3,0,1,0,0,0,1,0,0,1,无,强袭，连续斩，切落，居合斩，拔突，刚弓，刚力，铁壁，心眼,剑客,一般条件,,,已登场,山上道及,足轻组头,陪臣（长野业正）,上杉家,箕轮城,无,已登场,山上道及,足轻组头,直臣,长野家,箕轮城,无,已登场,山上道及,足轻组头,直臣,长野家,箕轮城,无,已登场,山上道及,足轻组头,陪臣（色部胜长）,上杉家,春日山城,无,已登场,山上道及,足轻组头,直臣,上杉家,春日山城,无,已登场,山上道及,足轻组头,直臣,上杉家,春日山城,无,已登场,山上道及,家老,直臣,佐竹家,水户城,无,已登场,山上道及,足轻组头,直臣,上杉家,会津若松城,无,已登场,山上道及,部将,直臣,山中家,江户城,无
lord_1_hachisuka_yoshishige,蜂須賀至鎮,蜂须贺至镇,蜂须贺,至镇,Hachisuka Yoshishige,clan_hachisuka_1,sanyo,基于分组自动创建家族,,1586,1598,1620,病死,蜂须贺家政,584,蜂须贺正胜,585,蜂须贺家政 蜂须贺正胜,只限武将,5,90,性急,普通,现实,普通,不重情义,40,南蛮物,贪心,嗜酒如命,源氏,火绳枪,74,51,65,59,47,1,2,2,1,0,1,1,1,0,0,2,0,0,1,0,0,无,拔突，干饭,无,无要求,,,未登场,蜂须贺至镇,浪人,其他,无,井之口之町,无,未登场,蜂须贺至镇,浪人,其他,无,井之口之町,无,未登场,蜂须贺至镇,浪人,其他,无,井之口之町,无,未登场,蜂须贺至镇,浪人,其他,无,岐阜之町,无,未登场,蜂须贺至镇,浪人,其他,无,岐阜之町,无,未登场,蜂须贺至镇,浪人,其他,无,岐阜之町,无,未登场,蜂须贺至镇,足轻组头,陪臣（蜂须贺正胜）,羽柴家,上月城,无,已登场,蜂须贺至镇,浪人,其他,无,岐阜之町,无,已登场,蜂须贺至镇,浪人,其他,无,鸟取之町,无
lord_1_sanada_10,真田信尹,真田信尹,真田,信尹,Sanada Nobutada,clan_sanada_1,tosan,精确匹配织丰,,1547,1561,1632,病死,真田幸隆,360,真田赖昌,###,真田信纲 真田信幸 真田昌辉 真田昌幸 真田幸隆 真田幸村 矢泽赖纲 矢泽赖康,只限武将,80,25,性急,普通,普通,慎重,不重情义,46,书籍,普通,滴酒不沾,源氏,枪,63,42,79,70,58,1,1,0,0,2,0,1,0,2,0,1,1,2,3,0,0,六文钱,拔突，粘花，刚弓，卷枪，引落,枪术能手,无要求,,,未登场,真田信尹,足轻组头,陪臣（真田幸隆）,武田家,踯躅崎馆,无,未登场,真田信尹,足轻组头,陪臣（真田幸隆）,武田家,户石城,无,未登场,真田信尹,足轻组头,陪臣（真田幸隆）,武田家,户石城,无,已登场,真田信尹,足轻组头,陪臣（真田幸隆）,武田家,户石城,无,已登场,真田信尹,足轻组头,陪臣（真田信纲）,武田家,户石城,无,已登场,真田信尹,足轻组头,陪臣（真田昌幸）,武田家,上田城,无,已登场,真田信尹,足轻组头,直臣,真田家,上田城,无,已登场,真田信尹,足轻组头,直臣,真田家,上田城,无,已登场,真田信尹,浪人,其他,无,奈良之町,无
lord_1_ito_mansho,伊東マンショ,伊东满所,伊东,满所,Ito Mansho,clan_ito_1,saikai,家族和文化自动推断,,1569,1583,1612,病死,,,伊东义祐,98,伊东祐兵 伊东义祐,没那个意思,70,70,温和,普通,理想,慎重,普通,25,南蛮物,无欲,滴酒不沾,藤原氏,火绳枪,64,19,65,58,64,0,0,2,0,0,0,0,0,1,2,0,3,2,3,0,1,加护,强袭，丢钱,无,一般条件,,,未登场,伊东满所,足轻组头,直臣,伊东家,都于郡城,无,未登场,伊东满所,足轻组头,直臣,伊东家,都于郡城,无,未登场,伊东满所,足轻组头,直臣,伊东家,都于郡城,无,未登场,伊东满所,足轻组头,直臣,伊东家,都于郡城,无,未登场,伊东满所,足轻组头,直臣,伊东家,都于郡城,无,未登场,伊东满所,浪人,其他,无,今治之町,无,已登场,伊东满所,浪人,其他,无,今治之町,无,已登场,伊东满所,浪人,其他,无,今治之町,无,已登场,伊东满所,部将,直臣,东乡家,盛冈城,无
lord_1_miyabe_nagafusa,宮部長房,宫部长房,宫部,长房,Miyabe Nagafusa,clan_miyabe_1,kinai,基于分组自动创建家族,,1581,1595,1634,病死,宫部继润,698,,,宫部继润,全职种,10,10,性急,普通,普通,轻率,不重情义,70,南蛮物,贪心,滴酒不沾,其他,枪,49,29,33,39,42,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,无,强袭，辱骂,无,无要求,,,未登场,宫部长房,足轻组头,陪臣（宫部继润）,浅井家,小谷城,无,未登场,宫部长房,足轻组头,陪臣（宫部继润）,浅井家,小谷城,无,未登场,宫部长房,足轻组头,陪臣（宫部继润）,浅井家,小谷城,无,未登场,宫部长房,足轻组头,陪臣（宫部继润）,浅井家,小谷城,无,未登场,宫部长房,足轻组头,陪臣（宫部继润）,织田家,长滨城,无,未登场,宫部长房,足轻组头,陪臣（宫部继润）,织田家,长滨城,无,未登场,宫部长房,足轻组头,陪臣（宫部继润）,羽柴家,鸟取城,无,已登场,宫部长房,足轻组头,直臣,宫部家,鸟取城,无,已登场,宫部长房,浪人,其他,无,甲府之町,无
lord_1_asahina_3,朝比奈信置,朝比奈信置,朝比奈,信置,Asahina Nobuoki,clan_asahina_1,tokai,精确匹配织丰,,1528,1549,1582,战死,,,,,,只限武将,48,48,性急,勇敢,普通,轻率,普通,43,武具,普通,普通,藤原氏,枪,58,62,33,49,42,1,1,0,1,1,1,0,0,0,2,0,0,0,1,0,0,无,拔突,无,无要求,,,已登场,朝比奈信置,足轻大将,直臣,今川家,骏府城,无,已登场,朝比奈信置,足轻大将,直臣,今川家,骏府城,无,已登场,朝比奈信置,足轻大将,直臣,今川家,骏府城,无,已登场,朝比奈信置,足轻大将,直臣,今川家,曳马城,无,已登场,朝比奈信置,足轻大将,直臣,武田家,踯躅崎馆,无,已登场,朝比奈信置,足轻大将,直臣,武田家,甲府城,无,已死亡,朝比奈信置,无效,无效,无,无效,无,已死亡,朝比奈信置,无效,无效,无,无效,无,已登场,朝比奈信置,浪人,其他,无,府内之町,无
lord_1_kanamori_arishige,金森可重,金森可重,金森,可重,Kanamori Arishige,clan_kanamori_1,kinai,基于分组自动创建家族,,1558,1572,1615,病死,,,,,,全职种,20,20,温和,普通,理想,慎重,普通,46,艺术品,普通,普通,源氏,刀剑,46,37,52,57,65,1,0,0,1,0,0,1,0,0,0,0,3,2,0,3,2,无,强袭，丢钱,风雅之士,无要求,,,未登场,金森可重,足轻组头,直臣,织田家,那古野城,无,未登场,金森可重,足轻组头,直臣,织田家,清洲城,无,未登场,金森可重,足轻组头,直臣,织田家,清洲城,无,未登场,金森可重,足轻组头,直臣,织田家,岐阜城,无,已登场,金森可重,足轻组头,直臣,织田家,岐阜城,无,已登场,金森可重,足轻组头,直臣,织田家,安土城,无,已登场,金森可重,足轻大将,陪臣（金森长近）,羽柴家,石山本愿寺,无,已登场,金森可重,部将,直臣,德川家,江户城,无,已登场,金森可重,浪人,其他,无,长滨之町,无
lord_1_shiba_yoshigane,斯波義銀,斯波义银,斯波,义银,Shiba Yoshigane,clan_shiba_1,ou,家族和文化自动推断,,1540,1554,1600,病死,斯波义统,814,,,斯波义统 毛利秀赖 津川义冬,只限武将,40,0,普通,胆小,理想,普通,普通,42,武具,普通,普通,源氏,刀剑,27,31,34,32,45,1,1,0,0,2,1,1,0,0,0,0,0,2,0,0,0,无,强袭，刚弓,无,无要求,,,未登场,斯波义银,家老,直臣,斯波家,清洲城,无,已登场,斯波义银,浪人,其他,无,京之町,无,已登场,斯波义银,浪人,其他,无,京之町,无,已登场,斯波义银,浪人,其他,无,京之町,无,已登场,斯波义银,浪人,其他,无,京之町,无,已登场,斯波义银,浪人,其他,无,京之町,无,已登场,斯波义银,浪人,其他,无,京之町,无,已登场,斯波义银,浪人,其他,无,京之町,无,已登场,斯波义银,水夫头,直臣,丰后水军,一尺屋之砦,无
lord_1_mori_shuu,毛利秀賴,毛利秀赖,毛利,秀赖,Mori Shuu,clan_mori_1,sanyo,家族和文化自动推断,,1541,1555,1593,病死,斯波义统,814,,,斯波义统 斯波义银 津川义冬,只限武将,40,40,普通,胆小,普通,普通,普通,37,艺术品,普通,普通,源氏,刀剑,53,53,37,39,32,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,无,强袭,无,无要求,,,未登场,毛利秀赖,足轻大将,直臣,斯波家,清洲城,无,未登场,毛利秀赖,足轻大将,直臣,织田家,清洲城,无,已登场,毛利秀赖,足轻大将,直臣,织田家,清洲城,无,已登场,毛利秀赖,足轻大将,直臣,织田家,岐阜城,无,已登场,毛利秀赖,足轻大将,直臣,织田家,岐阜城,无,已登场,毛利秀赖,足轻大将,直臣,织田家,安土城,无,已登场,毛利秀赖,足轻大将,直臣,羽柴家,石山本愿寺,无,已死亡,毛利秀赖,无效,无效,无,无效,无,已登场,毛利秀赖,浪人,其他,无,鸟取之町,无
lord_1_tsugawa_yoshifuyu,津川義冬,津川义冬,津川,义冬,Tsugawa Yoshifuyu,clan_tsugawa_1,ou,基于分组自动创建家族,,1543,1557,1584,战死,斯波义统,814,,,斯波义统 斯波义银 毛利秀赖,只限武将,40,40,温和,普通,普通,普通,普通,25,艺术品,无欲,普通,源氏,刀剑,36,34,55,49,44,1,0,0,0,1,0,0,0,2,0,0,1,0,1,0,1,无,强袭,无,无要求,,,未登场,津川义冬,足轻组头,直臣,斯波家,清洲城,无,未登场,津川义冬,足轻组头,直臣,织田家,清洲城,无,已登场,津川义冬,足轻组头,直臣,织田家,清洲城,无,已登场,津川义冬,足轻组头,直臣,织田家,岐阜城,无,已登场,津川义冬,足轻组头,直臣,织田家,岐阜城,无,已登场,津川义冬,足轻组头,直臣,织田家,安土城,无,已登场,津川义冬,足轻组头,直臣,织田家,长岛城,无,已死亡,津川义冬,无效,无效,无,无效,无,已登场,津川义冬,船头,直臣,盐饱水军,盐饱之砦,无
lord_1_rusu_1,留守顯宗,留守显宗,留守,显宗,Rusu Akimune,clan_rusu_1,ou,精确匹配织丰,,1519,1549,1586,病死,,,,,,只限武将,60,60,普通,胆小,现实,慎重,重视情义,40,艺术品,普通,普通,源氏,刀剑,31,38,34,63,52,1,1,0,0,0,0,0,0,1,1,0,2,2,1,0,0,无,拔突,无,无要求,,,已登场,留守显宗,部将,直臣,伊达家,米泽城,无,已登场,留守显宗,部将,直臣,伊达家,米泽城,无,已登场,留守显宗,部将,直臣,伊达家,米泽城,无,已登场,留守显宗,部将,直臣,伊达家,米泽城,无,已登场,留守显宗,部将,直臣,伊达家,米泽城,无,已登场,留守显宗,部将,直臣,伊达家,米泽城,无,已登场,留守显宗,部将,直臣,伊达家,米泽城,无,已死亡,留守显宗,无效,无效,无,无效,无,已登场,留守显宗,浪人,其他,无,小仓之町,无
lord_1_hara_nagayori,原長賴,原长赖,原,长赖,Hara Nagayori,clan_hara_1,tosan,基于分组自动创建家族,,1544,1558,1600,战死,,,,,,只限武将,85,85,普通,普通,理想,慎重,重视情义,62,武具,普通,普通,源氏,刀剑,59,60,36,52,39,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,无,强袭，刚弓,无,无要求,,,未登场,原长赖,足轻组头,陪臣（柴田胜家）,织田家,那古野城,无,未登场,原长赖,足轻组头,陪臣（柴田胜家）,织田家,那古野城,无,已登场,原长赖,足轻组头,陪臣（柴田胜家）,织田家,清洲城,无,已登场,原长赖,足轻组头,陪臣（柴田胜家）,织田家,岐阜城,无,已登场,原长赖,足轻组头,陪臣（柴田胜家）,织田家,北之庄城,无,已登场,原长赖,足轻组头,陪臣（柴田胜家）,织田家,北之庄城,无,已登场,原长赖,足轻组头,直臣,前田家,尾山城,无,已登场,原长赖,部将,直臣,丰臣家,大坂城,无,已登场,原长赖,浪人,其他,无,八代之町,无
lord_1_hiratsuka_tamihiro,平塚為廣,平塚为广,平塚,为广,Hiratsuka Tamihiro,clan_hiratsuka_1,neutral_culture,基于分组自动创建家族,,1566,1580,1600,战死,,,,,,只限武将,10,10,普通,勇敢,理想,轻率,重视情义,48,武具,普通,嗜酒如命,平氏,枪,66,72,32,60,65,3,2,2,1,0,2,1,1,1,0,0,0,1,1,0,0,无,强袭，拔突，铁壁，大喝,无,无要求,,,未登场,平塚为广,浪人,其他,无,井之口之町,无,未登场,平塚为广,浪人,其他,无,井之口之町,无,未登场,平塚为广,浪人,其他,无,井之口之町,无,未登场,平塚为广,浪人,其他,无,岐阜之町,无,未登场,平塚为广,浪人,其他,无,岐阜之町,无,已登场,平塚为广,浪人,其他,无,岐阜之町,无,已登场,平塚为广,足轻组头,直臣,羽柴家,石山本愿寺,无,已登场,平塚为广,浪人,其他,无,岐阜之町,无,已登场,平塚为广,浪人,其他,无,金泽之町,无
lord_1_tsumaki_hirotada,妻木廣忠,妻木广忠,妻木,广忠,Tsumaki Hirotada,clan_tsumaki_1,tokai,基于分组自动创建家族,,1514,1549,1582,战死,,,,,,全职种,0,55,性急,普通,理想,轻率,重视情义,70,书籍,贪心,嗜酒如命,源氏,刀剑,41,44,50,44,37,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,无,强袭,无,无要求,,,已登场,妻木广忠,足轻大将,陪臣（明智光秀）,斋藤家,稻叶山城,无,已登场,妻木广忠,足轻大将,陪臣（明智光秀）,斋藤家,稻叶山城,无,已登场,妻木广忠,足轻大将,陪臣（明智光秀）,朝仓家,一乘谷城,无,已登场,妻木广忠,足轻大将,陪臣（明智光秀）,织田家,岐阜城,无,已登场,妻木广忠,足轻大将,陪臣（明智光秀）,织田家,坂本城,无,已登场,妻木广忠,足轻大将,陪臣（明智光秀）,织田家,丹波龟山城,无,已死亡,妻木广忠,无效,无效,无,无效,无,已死亡,妻木广忠,无效,无效,无,无效,无,已登场,妻木广忠,浪人,其他,无,鸣门之町,无
lord_1_toyao_mitsunaga,鳥屋尾滿榮,鸟屋尾满荣,鸟屋,尾满荣,Toyao Mitsunaga,clan_toyao_1,kinai,基于分组自动创建家族,,1508,1549,1577,战死,,,,,,全职种,40,40,普通,普通,理想,轻率,重视情义,35,艺术品,普通,滴酒不沾,藤原氏,刀剑,60,54,63,68,53,1,1,0,2,1,0,2,0,0,0,0,2,2,2,1,0,无,拔突,无,无要求,,,已登场,鸟屋尾满荣,足轻组头,直臣,北畠家,大河内城,无,已登场,鸟屋尾满荣,足轻组头,直臣,北畠家,大河内城,无,已登场,鸟屋尾满荣,足轻组头,直臣,北畠家,大河内城,无,已登场,鸟屋尾满荣,足轻组头,直臣,北畠家,大河内城,无,已登场,鸟屋尾满荣,侍大将,陪臣（织田信雄）,织田家,大河内城,无,已死亡,鸟屋尾满荣,无效,无效,无,无效,无,已死亡,鸟屋尾满荣,无效,无效,无,无效,无,已死亡,鸟屋尾满荣,无效,无效,无,无效,无,已登场,鸟屋尾满荣,中忍,直臣,黑胫巾众,黑胫巾之里,无
lord_1_nomura_naotaka,野村直隆,野村直隆,野村,直隆,Nomura Naotaka,clan_nomura_1,kinai,基于分组自动创建家族,,1545,1559,1600,病死,,,,,,只限武将,10,70,性急,勇敢,普通,普通,重视情义,67,武具,贪心,嗜酒如命,其他,火绳枪,46,54,45,27,42,2,1,3,0,1,1,0,0,1,1,0,0,0,0,0,1,无,强袭，急所击，刚力,无,无要求,,,未登场,野村直隆,足轻大将,直臣,浅井家,小谷城,无,未登场,野村直隆,足轻大将,直臣,浅井家,小谷城,无,已登场,野村直隆,足轻大将,直臣,浅井家,小谷城,无,已登场,野村直隆,足轻大将,直臣,浅井家,小谷城,无,已登场,野村直隆,足轻大将,陪臣（羽柴秀吉）,织田家,长滨城,无,已登场,野村直隆,足轻大将,陪臣（羽柴秀吉）,织田家,姬路城,无,已登场,野村直隆,足轻大将,直臣,羽柴家,石山本愿寺,无,已登场,野村直隆,足轻大将,直臣,丰臣家,大坂城,无,已登场,野村直隆,浪人,其他,无,仙台之町,无
lord_1_doi,土居清良,土居清良,土居,清良,Doi Kiyoyoshi,clan_doi_1,nankai,精确匹配织丰,,1546,1560,1629,病死,,,,,,全职种,30,30,温和,普通,现实,普通,普通,80,书籍,贪心,嗜酒如命,其他,刀剑,81,77,86,90,83,2,2,3,1,2,1,2,0,1,3,1,2,3,3,2,1,土龙攻,强袭，急所击，刚弓,能吏,一般条件,,,未登场,土居清良,部将,陪臣（西园寺公广）,河野家,宇和岛城,无,未登场,土居清良,部将,陪臣（西园寺公广）,河野家,宇和岛城,无,已登场,土居清良,部将,陪臣（西园寺公广）,河野家,宇和岛城,无,已登场,土居清良,部将,陪臣（西园寺公广）,河野家,宇和岛城,无,已登场,土居清良,部将,陪臣（西园寺公广）,大友家,宇和岛城,无,已登场,土居清良,部将,陪臣（西园寺公广）,大友家,宇和岛城,无,已登场,土居清良,部将,陪臣（西园寺公广）,大友家,宇和岛城,无,已登场,土居清良,浪人,其他,无,府内之町,无,已登场,土居清良,浪人,其他,无,丸龟之町,无
lord_1_shimazu_tadanao,島津忠直,岛津忠直,岛津,忠直,Shimazu Tadanao,clan_shimazu_1,saikai,家族和文化自动推断,,1534,1549,1604,病死,,,,,,只限武将,15,15,温和,胆小,现实,慎重,重视情义,40,书籍,普通,普通,源氏,刀剑,42,33,42,47,60,1,1,0,0,0,0,1,0,1,0,0,0,2,0,1,2,无,拔突,无,无要求,,,已登场,岛津忠直,浪人,其他,无,小诸之町,无,已登场,岛津忠直,浪人,其他,无,小诸之町,无,已登场,岛津忠直,浪人,其他,无,小诸之町,无,已登场,岛津忠直,浪人,其他,无,小诸之町,无,已登场,岛津忠直,浪人,其他,无,小诸之町,无,已登场,岛津忠直,浪人,其他,无,小诸之町,无,已登场,岛津忠直,部将,直臣,上杉家,春日山城,无,已登场,岛津忠直,浪人,其他,无,小诸之町,无,已登场,岛津忠直,水夫头,直臣,村上水军,三岛之砦,无
lord_1_ichiyanagi_naomatsu,一柳直末,一柳直末,一柳,直末,Ichiyanagi Naomatsu,clan_ichiyanagi_1,neutral_culture,基于分组自动创建家族,,1553,1567,1590,战死,一柳直高,1348,,,一柳直盛,全职种,10,12,普通,普通,理想,轻率,重视情义,40,书籍,普通,普通,其他,刀剑,71,63,58,56,52,1,0,0,0,2,1,1,0,1,2,0,3,2,2,0,0,无,拔突，刚弓，卷枪，引落，刚力，丢钱,无,无要求,,,未登场,一柳直末,浪人,其他,无,石山之町,无,未登场,一柳直末,浪人,其他,无,石山之町,无,未登场,一柳直末,浪人,其他,无,石山之町,无,已登场,一柳直末,浪人,其他,无,石山之町,无,已登场,一柳直末,浪人,其他,无,石山之町,无,已登场,一柳直末,浪人,其他,无,石山之町,无,已登场,一柳直末,足轻大将,直臣,羽柴家,石山本愿寺,无,已死亡,一柳直末,无效,无效,无,无效,无,已登场,一柳直末,部将,直臣,一宫家,春日山城,无
lord_1_miki_choku,三木直賴,三木直赖,三木,直赖,Miki Choku,clan_miki_1,tosan,家族和文化自动推断,,1497,1549,1554,病死,,,,,姊小路赖纲 姊小路良赖,只限武将,20,20,普通,勇敢,现实,普通,普通,70,书籍,贪心,嗜酒如命,藤原氏,刀剑,62,55,60,61,62,1,0,0,1,0,0,1,0,2,0,0,0,2,2,0,1,无,拔突,无,无要求,,,已登场,三木直赖,大名,首领,三木家,松仓城,无,已死亡,三木直赖,无效,无效,无,无效,无,已死亡,三木直赖,无效,无效,无,无效,无,已死亡,三木直赖,无效,无效,无,无效,无,已死亡,三木直赖,无效,无效,无,无效,无,已死亡,三木直赖,无效,无效,无,无效,无,已死亡,三木直赖,无效,无效,无,无效,无,已死亡,三木直赖,无效,无效,无,无效,无,已登场,三木直赖,家老,直臣,三刀屋家,骏府城,无
lord_1_sugiura_gennin,杉浦玄任,杉浦玄任,杉浦,玄任,Sugiura Gennin,clan_sugiura_1,kinai,基于分组自动创建家族,,1517,1549,1575,战死,,,,,,全职种,50,50,温和,勇敢,理想,普通,普通,15,武具,普通,嗜酒如命,其他,枪,71,62,55,59,57,3,0,2,0,0,2,2,1,2,2,1,0,1,0,0,1,百发百中,强袭，拔突，铁壁,无,一般条件,,,已登场,杉浦玄任,部将,直臣,本愿寺,石山本愿寺,无,已登场,杉浦玄任,部将,直臣,本愿寺,石山本愿寺,无,已登场,杉浦玄任,部将,直臣,本愿寺,石山本愿寺,无,已登场,杉浦玄任,部将,直臣,本愿寺,石山本愿寺,无,已登场,杉浦玄任,部将,直臣,本愿寺,石山本愿寺,无,已死亡,杉浦玄任,无效,无效,无,无效,无,已死亡,杉浦玄任,无效,无效,无,无效,无,已死亡,杉浦玄任,无效,无效,无,无效,无,已登场,杉浦玄任,水夫头,直臣,相模水军,三崎之砦,无
